 93377  4.19  -9.64  -6.18  28.59  15.56  2.87  3.17  9.00  6.71  -0.22  -0.14  -0.07   0.33  -0.17   1.89  -0.03  -0.02  -0.06  -0.36   0.46  -0.30   1.92   0.22  -0.09   0.02  -0.09  -0.08   0.23  -0.10   1.00  -0.14   0.14  -0.10  -0.07   0.01  -0.18   0.25  -0.01   1.00
 94102  6.33  -4.74 -16.37  25.36  24.63  2.67  2.64  5.50  5.39   0.42   0.01   0.30   0.92   0.21   1.87  -0.01   0.09   0.07   0.10   0.75  -0.06   1.93   0.18   0.06   0.02   0.12   0.09   0.30   0.04   1.01   0.04   0.06   0.09   0.05   0.12  -0.03   0.31  -0.03   1.00
 95369  4.56   0.20   5.29  -8.33  -3.13  0.74  1.36  2.25  3.85   0.71   0.29   0.32   0.97  -0.31   1.47   0.30  -0.05  -0.03  -0.04   0.45   0.63   1.55   0.29   0.09   0.11   0.28   0.13   0.41  -0.03   1.02   0.10  -0.01   0.05   0.09  -0.01   0.07   0.34   0.06   1.00
 95992  6.08   1.03  11.56 -28.24   8.75  1.61  1.99  4.77  6.57   0.08   0.13   0.14   0.30  -0.03   1.24   0.11  -0.12  -0.03  -0.01   0.03   0.19   1.14   0.14   0.01   0.00   0.02   0.07   0.15   0.02   1.03   0.01   0.02   0.02   0.05  -0.10   0.04   0.09   0.04   1.00
 96301  4.42  -0.96 -15.04  26.86  34.49  4.35  4.33 11.22  9.91  -0.23   0.07  -0.02   0.39   0.06   1.73   0.13  -0.24  -0.02   0.06   0.61   0.10   1.98   0.11   0.01   0.01   0.03   0.07   0.14  -0.01   1.02  -0.01   0.14  -0.03   0.08   0.15   0.03   0.20  -0.02   1.00
 98704  4.55  -2.12 -17.64 -24.41  18.79  2.31  1.94  8.95  4.55  -0.20  -0.02   0.20   0.01  -0.04   1.01  -0.02  -0.10   0.23  -0.08   0.11  -0.03   1.33   0.04   0.01  -0.01  -0.16   0.01  -0.01  -0.03   1.02   0.02   0.01   0.03   0.01  -0.06  -0.03   0.17   0.04   1.00
101517  6.75   1.39  -4.49  18.06   1.81  1.34  1.46  3.97  4.94  -0.25   0.04  -0.03   0.05  -0.04   1.22  -0.08  -0.26   0.07  -0.02  -0.04   0.33   1.10   0.10   0.06  -0.06  -0.23  -0.02   0.16  -0.01   1.26   0.09   0.04   0.04  -0.12  -0.15   0.05   0.10   0.17   1.00
102076  5.56   4.42  -2.47 -10.82  28.57  4.16  2.92 11.41  6.36   0.00  -0.14   0.03   0.40  -0.07   1.52  -0.18   0.27  -0.25  -0.39   0.53  -0.19   1.47   0.06  -0.04  -0.01  -0.03  -0.05   0.12  -0.03   1.04  -0.08   0.19  -0.07  -0.04   0.02  -0.07   0.20  -0.05   1.00
105372  5.32  -3.14  10.66  19.72 -14.97  2.00  2.00  4.45  4.22   0.40  -0.18   0.09   0.90  -0.14   1.91  -0.23   0.49  -0.51  -0.45   0.86  -0.02   1.87   0.24  -0.05   0.08   0.20  -0.04   0.35   0.00   1.00  -0.09   0.29  -0.10  -0.12   0.19  -0.02   0.36   0.01   1.00
106311  6.53  12.94  -1.86 -10.33 -38.49  2.32  2.50  8.44  7.38  -0.04   0.02   0.04   0.08   0.01   1.13   0.02  -0.06   0.11   0.00  -0.02   0.14   1.11   0.04   0.04   0.03  -0.10   0.05   0.07   0.04   1.07   0.03   0.04   0.00   0.04  -0.06   0.05   0.07   0.05   1.00
106657  4.38   5.22  -3.30  -1.71  18.91  1.42  1.86  3.83  4.75  -0.03   0.02  -0.14   0.24   0.06   1.32   0.01  -0.01  -0.09   0.11   0.23   0.09   1.28   0.13   0.01   0.01   0.05   0.01   0.24   0.06   1.00   0.02   0.08  -0.02   0.02  -0.06   0.07   0.18   0.00   1.00
106981  3.60   2.60  -9.10  30.99   7.99  1.96  1.97 11.11 11.11  -0.23  -0.17   0.29  -0.02   0.15   1.09  -0.08  -0.17  -0.37   0.02  -0.12  -0.26   1.08   0.07   0.03  -0.01  -0.16  -0.01  -0.05   0.05   1.18   0.01  -0.19   0.09   0.09  -0.19   0.02  -0.03  -0.07   1.00
108401  4.20   7.44   4.72  -3.19 -16.74  1.48  1.61  5.60  4.66  -0.05   0.02  -0.11  -0.14   0.04   1.09   0.03  -0.13  -0.11   0.13   0.22  -0.23   1.26   0.03   0.00  -0.06  -0.06  -0.01   0.03   0.02   1.02  -0.01   0.06   0.05   0.00  -0.04   0.02   0.18  -0.05   1.00
108473  5.39  13.41  -5.78  45.76  14.72  5.62  5.91 13.41 14.07  -0.41  -0.03   0.23   0.17   0.07   1.83   0.17   0.01  -0.06  -0.06   0.40  -0.33   1.96   0.06   0.00   0.10  -0.20  -0.01   0.01   0.04   1.19  -0.03  -0.03  -0.03   0.10  -0.04   0.03   0.16  -0.07   1.00
109443  6.42  -8.55   8.98  30.90  -1.98  2.69  2.11  5.67  4.78  -0.34  -0.04  -0.30   0.77  -0.18   1.87   0.07   0.13   0.23  -0.43   0.48  -0.35   1.50   0.25  -0.06  -0.04   0.08  -0.09   0.33  -0.04   1.02  -0.12   0.13   0.03  -0.14  -0.01  -0.18   0.27  -0.04   1.00
113557  3.55  12.29  -3.78   0.66  12.36  1.58  1.51  5.38  3.81  -0.36  -0.02  -0.01  -0.15  -0.07   1.03  -0.11  -0.37  -0.33  -0.10   0.24  -0.01   1.27   0.09   0.00   0.03  -0.16  -0.04   0.02  -0.03   1.00   0.02   0.08  -0.07  -0.08  -0.07  -0.07   0.22   0.02   1.00
115873  4.40  18.34  -5.62 -16.91 -22.08  2.82  3.30  6.62  8.70  -0.15   0.00  -0.14   0.18   0.08   1.44  -0.03  -0.18  -0.15   0.11   0.14   0.16   1.35   0.06   0.03  -0.02  -0.03   0.03   0.16   0.01   1.05   0.04   0.03  -0.03   0.02  -0.04   0.05   0.11   0.04   1.00
116469  5.39 -13.11   8.27  35.88 -32.48  4.77  2.58 20.24  8.58  -0.45   0.14   0.02   0.10   0.06   1.31   0.41  -0.55  -0.14   0.11   0.23   0.18   1.33   0.02   0.05   0.01  -0.14   0.06   0.06   0.01   1.21   0.06   0.02  -0.03   0.08  -0.13   0.05   0.15   0.11   1.00
116699  5.21   5.95  -2.80 -16.65  12.40  1.87  1.22  5.24  3.07  -0.03   0.21  -0.08   0.48   0.49   1.26   0.28   0.60  -0.08   0.80   1.31   0.31   1.39   0.15   0.08   0.02  -0.02   0.16   0.19   0.09   1.04   0.13   0.36  -0.07   0.23   0.31   0.16   0.37   0.11   1.00
117297  6.10  -0.03  -8.13   8.31  24.64  1.45  1.52  3.38  4.80  -0.15  -0.01  -0.29   0.46  -0.32   1.36  -0.03  -0.02   0.07  -0.22  -0.03   0.02   1.25   0.22  -0.08  -0.01   0.06  -0.10   0.30  -0.04   1.00  -0.04   0.04   0.07  -0.09  -0.03   0.00   0.17  -0.02   1.00
117513  8.16   3.31 -11.26  40.94  19.51  2.11  1.58  7.06  4.57  -0.10   0.08  -0.01   0.07   0.37   1.24   0.08   0.11  -0.06   0.50   1.11   0.24   1.42   0.12   0.06  -0.01  -0.11   0.15   0.10   0.03   1.03   0.08   0.29   0.01   0.18   0.28   0.07   0.22   0.05   1.00
117607  5.34  -5.06   2.01   8.57 -14.17  2.74  2.06  7.03  4.43   0.17  -0.36   0.12   0.66  -0.43   1.64  -0.85   1.04  -0.61  -1.73   2.33  -0.66   2.33   0.04  -0.19   0.10   0.10  -0.22   0.21  -0.04   1.22  -0.41   0.75  -0.24  -0.51   0.58  -0.31   0.55  -0.17   1.00
118079  4.21   9.55  -6.34 -21.57  -3.20  2.34  1.54  5.43  4.21   0.01  -0.15  -0.10   0.45  -0.21   1.64  -0.18  -0.10   0.21  -0.33   0.21  -0.16   1.23   0.10  -0.06  -0.01   0.01  -0.07   0.26  -0.04   1.00  -0.08   0.07   0.08  -0.06  -0.05  -0.09   0.17  -0.01   1.00
